102,346.016937,355.150177,358.074951,0.345553,9.324717,28.164503,22.564562,5.706258,351.019562,327.169769,342.584747,359.426910,349.323273,301.069061,328.948090,8.013597,1.981063,358.927826,359.230316,359.556671,1.804661,358.847443,358.968475,359.649170,1.436721,7.682761,6.017910,1.326300,1.355997,7.418313,6.891157,0.100623,2.376815,4.316007,2.804168,0.593944,356.323944,356.034698,356.368011,358.819672,1.295884,1.263918,359.207916,0.698333,358.572296,356.851105,354.296021,2.191433
103,345.928986,355.197113,358.006500,0.370659,8.082472,29.889822,22.628019,5.489083,351.178131,327.221283,342.599487,359.423401,349.185822,304.845551,325.357727,8.254089,1.980702,358.936432,359.259033,359.570374,1.941353,358.752747,358.894928,359.655670,1.415594,7.677809,6.009626,1.378314,1.369810,7.680614,6.415078,359.605408,2.409558,4.284618,2.802926,0.552812,356.456787,355.833069,356.338562,358.850922,1.293347,1.265101,359.204620,0.731944,358.582886,357.604004,353.505646,2.226601
104,345.914917,355.112183,358.071747,0.380690,7.881866,30.194418,22.649082,5.369295,351.196594,327.228058,342.596375,359.424164,349.182220,304.305725,325.907288,0.611290,1.979965,358.974945,359.230408,359.566223,1.961953,358.737457,358.886200,359.659424,1.412872,7.676752,6.010401,1.379764,1.369536,7.667147,6.415353,1.167989,2.414232,4.267618,2.816871,0.554447,356.480011,355.796600,356.331055,358.873291,1.293067,1.265212,359.204010,0.733519,358.584137,357.490753,353.614258,0.026941
105,345.861633,355.023010,357.983368,0.526423,7.703589,30.450985,22.681684,5.240471,351.223358,327.247498,342.592743,359.466614,349.171021,303.786346,326.469208,359.628021,1.978541,359.023163,359.255859,359.504944,1.979736,358.721436,358.880554,359.660370,1.409464,7.673517,6.011245,1.372883,1.370058,7.645410,6.421441,1.361875,2.431358,4.235460,2.843145,0.564211,356.505371,355.769470,356.322052,358.896149,1.294036,1.266428,359.204010,0.745471,358.585907,357.375427,353.726776,359.689270
106,345.813934,354.892609,357.882965,0.620902,7.610252,30.592915,22.762911,5.174359,351.251495,327.277466,342.312408,359.820892,349.173706,303.376892,326.916718,359.305939,1.990330,359.057678,359.284698,359.461578,1.990376,358.713654,358.881134,359.670410,1.405357,7.668228,6.121515,1.293549,1.368249,7.629938,6.422634,1.431997,2.419823,4.241008,2.871338,0.580404,356.524475,355.759552,356.307159,358.910767,1.294536,1.268859,359.177368,0.823453,358.589142,357.285889,353.813995,359.581024
107,345.641022,354.715668,357.721863,0.735950,7.507805,30.667673,22.859558,5.064375,351.287872,327.336639,342.295380,359.814514,349.194214,303.084015,327.249603,359.080078,2.000362,359.106415,359.327820,359.403717,1.993540,358.719360,358.882080,359.678314,1.400493,7.656852,6.130609,1.298773,1.363317,7.614449,6.426569,1.478528,2.441304,4.238981,2.915234,0.611065,356.569824,355.760010,356.288971,358.931763,1.296925,1.273752,359.178955,0.824896,358.595764,357.217194,353.876862,359.504028
108,345.494629,354.492188,357.509338,0.302376,7.570189,30.644321,22.927689,4.899739,351.319397,327.424103,342.283325,358.145599,349.224396,302.809875,327.571442,358.966705,2.011173,359.169250,359.373657,359.665070,1.987886,358.741150,358.882568,359.684662,1.395915,7.627345,6.146081,0.731488,1.356184,7.576958,6.454816,1.505683,2.445240,4.222963,2.989099,0.446948,356.595337,355.774902,356.274384,358.961456,1.299240,1.267167,359.195557,359.800751,358.606384,357.143402,353.947357,359.465393
109,345.442230,354.219727,357.337921,0.589853,8.019844,30.480600,22.914766,4.599011,351.339447,327.510864,342.288269,357.976196,349.235962,302.667969,331.348816,359.095764,2.026499,359.205963,359.412720,359.512115,1.983029,358.773407,358.879089,359.685211,1.392004,7.594746,6.166061,0.685563,1.349723,7.539166,6.034510,0.833812,2.408708,4.266571,3.040186,0.531368,356.548492,355.819794,356.267181,359.013702,1.303222,1.263108,359.221497,359.706482,358.618927,357.099030,354.998138,359.682648
110,345.390381,353.996613,357.195709,0.464936,8.416660,30.367804,22.883217,4.358760,351.351837,327.595947,342.307434,357.875031,349.225281,303.822205,330.771423,358.935455,2.037683,359.236664,359.446716,359.614838,1.978741,358.800720,358.881165,359.684113,1.388542,7.567047,6.178549,0.664163,1.344175,7.682471,5.825562,0.792444,2.384342,4.299467,3.077762,0.425290,356.507660,355.852051,356.262329,359.054108,1.307148,1.266364,359.244598,359.656281,358.630402,357.379822,354.857727,359.650452
111,345.341522,353.815033,357.071106,0.445695,8.691020,30.246212,22.884279,4.294633,351.364960,327.668121,342.347809,359.758118,349.185638,303.274475,333.379028,358.351349,2.049912,359.258118,359.475250,359.645782,1.975448,358.819489,358.888489,359.690338,1.382892,7.540690,6.185157,1.037876,1.341066,7.586729,5.366914,0.818708,2.359854,4.327912,3.112274,0.379834,356.485962,355.882050,356.256622,359.064636,1.304840,1.278107,359.271820,0.622705,358.643188,357.236847,355.539368,359.535217
112,345.227753,353.691101,356.971771,0.450161,8.811598,30.223141,22.936396,4.227424,351.415222,327.654572,342.473816,359.905426,349.000427,304.316528,333.351959,358.233917,2.060671,359.273285,359.496429,359.653381,1.973251,358.836792,358.899994,359.689423,1.370220,7.512187,6.197732,1.085043,1.349668,7.639692,5.094398,0.806730,2.361746,4.341346,3.138212,0.362877,356.492706,355.893158,356.243835,359.072876,1.309127,1.266823,359.336823,0.713282,358.645660,357.462311,355.541962,359.520905
113,345.082794,353.609711,356.872620,0.959567,8.882353,30.345636,22.965212,4.181502,351.448120,327.642578,342.577118,358.061340,348.829956,303.718842,334.405182,358.182251,2.063953,359.288116,359.512329,359.415863,1.965239,358.855743,358.912506,359.691681,1.359128,7.493509,6.206424,0.765492,1.357295,7.601539,5.069522,0.805866,2.383009,4.336565,3.174467,0.447104,356.514069,355.881256,356.230835,359.076599,1.311940,1.270305,359.387024,359.792603,358.650085,357.344238,355.753479,359.511719
114,344.943634,353.567169,356.768494,0.890945,8.885673,30.470396,23.008072,4.119271,351.479034,327.699005,342.596008,359.362152,348.701324,303.494720,334.985901,358.170929,2.066357,359.296753,359.524597,359.474426,1.968106,358.862640,358.924011,359.691284,1.350516,7.450883,6.239249,1.111109,1.362723,7.571339,5.047104,0.804627,2.406186,4.322011,3.217217,0.385248,356.536896,355.872620,356.216736,359.083344,1.315090,1.262252,359.436127,0.518788,358.653656,357.295990,355.872986,359.511993
115,344.846283,353.576935,356.667755,0.856364,8.906878,30.566990,23.001879,4.098944,351.498932,327.753326,342.606781,359.470001,348.595062,304.453552,334.312714,358.175598,2.068567,359.304810,359.533264,359.497589,1.971969,358.868347,358.929749,359.692413,1.343472,7.418715,6.263432,1.163627,1.366798,7.663527,4.914565,0.802794,2.421232,4.282945,3.261054,0.367166,356.549042,355.866638,356.212128,359.084900,1.315223,1.263237,359.471619,0.597096,358.657501,357.521149,355.704926,359.515320
116,344.736847,353.584198,356.595795,0.824429,8.885454,30.664297,22.971912,4.130232,351.527893,327.669067,342.733429,357.959869,348.482574,304.162354,334.853760,358.197449,2.069778,359.308533,359.540985,359.513550,1.976301,358.873627,358.932098,359.697662,1.335187,7.366396,6.311530,0.812451,1.372548,7.578120,4.967688,0.799942,2.442308,4.256478,3.286709,0.360739,356.567932,355.859436,356.211914,359.077942,1.314767,1.192868,359.576599,359.785645,358.661224,357.432983,355.842133,359.522369
117,344.662933,353.598724,356.549103,0.790565,8.900210,30.733536,22.946133,4.183331,351.546204,327.547455,342.879486,358.725189,348.379364,304.033264,335.201630,358.232574,2.070482,359.310272,359.543182,359.523315,1.978673,358.880371,358.934448,359.703735,1.328399,7.336608,6.339253,1.266264,1.377504,7.524865,4.993223,0.797575,2.455608,4.232421,3.303559,0.367572,356.577179,355.854218,356.212036,359.067993,1.315019,1.136516,359.665558,0.375203,358.662659,357.394379,355.929993,359.533691
118,344.592987,353.590607,356.529846,0.745485,8.916224,30.749203,22.918947,4.253273,351.558838,327.438568,343.005524,359.059662,348.294708,303.965790,335.436340,358.246521,2.071454,359.307861,359.544830,359.533356,1.979787,358.886902,358.936981,359.711304,1.322994,7.319321,6.356135,1.316522,1.382196,7.491450,5.012305,0.799713,2.466093,4.224979,3.304604,0.383262,356.588043,355.856201,356.213104,359.055878,1.315534,1.097795,359.730957,0.538905,358.665619,357.375153,355.987518,359.538147
119,344.551727,353.560028,356.517548,0.727228,8.974944,30.793760,22.822397,4.304675,351.568420,327.372955,343.080566,357.689178,348.227570,303.931488,335.619995,358.252533,2.073334,359.305054,359.545013,359.543121,1.978930,358.897980,358.934143,359.717865,1.318703,7.330585,6.346105,0.887972,1.385510,7.469917,5.025532,0.802200,2.465989,4.230781,3.304109,0.376522,356.591248,355.853302,356.223846,359.046692,1.315567,1.104379,359.745636,359.732574,358.668182,357.366058,356.031555,359.540680
120,344.512543,353.540161,356.503876,0.709047,9.014158,30.818193,22.750296,4.347553,351.579803,327.250092,343.208374,357.550873,348.167847,303.922333,335.756470,358.257935,2.074456,359.301544,359.545013,359.550568,1.977225,358.907104,358.931671,359.722839,1.315018,7.347206,6.332566,0.863651,1.389406,7.456354,5.033140,0.805711,2.467822,4.234014,3.305580,0.375491,356.596649,355.852112,356.231476,359.038971,1.316167,1.093595,359.774719,359.664734,358.670776,357.360840,356.062469,359.542786
121,344.482910,353.524109,356.492523,0.698335,9.048527,30.835739,22.694395,4.379405,351.589081,327.152130,343.309570,357.475403,348.118317,303.916962,335.864014,358.264771,2.075075,359.298370,359.544952,359.556854,1.975702,358.914520,358.929291,359.725555,1.311689,7.361179,6.321118,0.850448,1.392297,7.445336,5.040290,0.809068,2.469204,4.237431,3.307911,0.372709,356.600159,355.851410,356.237518,359.033478,1.316372,1.085720,359.795135,359.628693,358.672943,357.356964,356.086884,359.545197
122,344.469269,353.503815,356.644226,0.527753,9.068595,30.867004,22.711689,4.342114,351.601410,327.051605,343.410736,359.352936,348.069885,303.938538,329.524170,358.841614,2.077103,359.294250,359.573944,359.532928,1.974095,358.921387,358.928436,359.726349,1.308516,7.381854,6.303995,1.257794,1.395463,7.433851,6.088122,0.832810,2.464748,4.245813,3.123272,0.555683,356.604248,355.848022,356.231079,359.039398,1.317098,1.083270,359.809326,0.614877,358.674683,357.356323,354.405701,359.565582
123,344.468750,353.486511,356.584381,0.570846,9.091914,30.883568,22.720787,4.326763,351.618286,326.955139,343.500732,359.509888,348.025177,303.966492,328.959686,358.899292,2.079008,359.291565,359.588715,359.524872,1.973010,358.926788,358.928528,359.726685,1.305121,7.405897,6.273759,1.292170,1.398807,7.422003,6.205204,0.833901,2.458165,4.253366,3.137242,0.539876,356.604767,355.846191,356.227234,359.040863,1.317051,1.083853,359.807709,0.700322,358.675842,357.354004,354.239105,359.569061
